timestamp,epoch,step,gpu_util_percent,gpu_power_w,num_gpus,total_gpu_power_w,cpu_util_percent,note
08:14:12,0,17728,71.0,424.776,1,424.776,7.5,real_measurement
08:14:18,0,17874,71.0,420.793,1,420.793,8.5,real_measurement
08:14:23,0,18020,73.0,422.767,1,422.767,8.7,real_measurement
08:14:28,0,18167,71.0,423.643,1,423.643,6.5,real_measurement
08:14:33,0,18312,71.0,420.495,1,420.495,8.8,real_measurement
08:14:38,0,18458,74.0,423.376,1,423.376,7.2,real_measurement
08:14:43,0,18605,74.0,419.39,1,419.39,6.6,real_measurement
08:14:48,0,18751,72.0,421.404,1,421.404,9.8,real_measurement
08:14:53,0,18897,72.0,419.835,1,419.835,5.8,real_measurement
08:14:58,0,19044,75.0,422.812,1,422.812,3.6,real_measurement
08:15:03,0,19190,73.0,423.274,1,423.274,11.0,real_measurement
08:15:08,0,19337,73.0,424.927,1,424.927,6.9,real_measurement
08:15:13,0,19483,74.0,424.274,1,424.274,8.7,real_measurement
08:15:18,0,19629,75.0,424.747,1,424.747,6.9,real_measurement
08:15:23,0,19777,79.0,441.185,1,441.185,7.1,real_measurement
08:15:28,0,19935,77.0,446.094,1,446.094,5.2,real_measurement
08:15:49,0,20018,0.0,126.243,1,126.243,8.0,real_measurement
08:16:08,1,0,0.0,125.516,1,125.516,12.9,real_measurement
08:16:13,1,142,66.0,413.932,1,413.932,16.3,real_measurement
08:16:18,1,284,69.0,412.151,1,412.151,11.3,real_measurement
08:16:23,1,427,70.0,416.571,1,416.571,14.9,real_measurement
08:16:28,1,571,73.0,417.335,1,417.335,9.0,real_measurement
08:16:39,1,656,0.0,125.602,1,125.602,11.9,real_measurement
08:16:44,1,799,74.0,414.548,1,414.548,13.2,real_measurement
08:16:49,1,942,69.0,414.581,1,414.581,12.0,real_measurement
08:16:54,1,1085,74.0,414.142,1,414.142,16.0,real_measurement
08:16:59,1,1229,68.0,421.285,1,421.285,12.3,real_measurement
08:17:07,1,1329,0.0,126.172,1,126.172,14.5,real_measurement
08:17:12,1,1472,75.0,418.857,1,418.857,14.4,real_measurement
08:17:17,1,1616,70.0,419.018,1,419.018,11.3,real_measurement
08:17:22,1,1759,73.0,417.109,1,417.109,18.3,real_measurement
08:17:32,1,1816,0.0,123.731,1,123.731,10.9,real_measurement
08:17:37,1,1958,70.0,416.214,1,416.214,12.3,real_measurement
08:17:42,1,2101,73.0,418.013,1,418.013,12.4,real_measurement
08:17:47,1,2243,76.0,422.223,1,422.223,13.9,real_measurement
08:17:54,1,2388,0.0,123.408,1,123.408,13.8,real_measurement
08:18:03,1,2453,0.0,125.975,1,125.975,6.8,real_measurement
08:18:08,1,2457,0.0,122.969,1,122.969,12.5,real_measurement
08:18:17,1,2463,0.0,122.817,1,122.817,10.9,real_measurement
08:18:22,1,2466,0.0,124.316,1,124.316,6.7,real_measurement
08:18:33,1,2492,0.0,122.799,1,122.799,9.1,real_measurement
08:18:43,1,2590,0.0,122.824,1,122.824,10.2,real_measurement
08:18:51,1,2678,0.0,128.885,1,128.885,12.9,real_measurement
08:18:56,1,2694,0.0,122.854,1,122.854,10.1,real_measurement
08:19:05,1,2717,0.0,124.853,1,124.853,10.3,real_measurement
08:19:13,1,2743,0.0,124.902,1,124.902,10.2,real_measurement
08:19:22,1,2812,0.0,122.792,1,122.792,10.2,real_measurement
08:19:27,1,2962,77.0,438.1,1,438.1,14.0,real_measurement
08:19:33,1,3008,0.0,125.965,1,125.965,6.6,real_measurement
08:19:38,1,3156,75.0,437.215,1,437.215,15.7,real_measurement
08:19:43,1,3294,72.0,394.513,1,394.513,9.8,real_measurement
08:19:49,1,3439,79.0,449.977,1,449.977,13.1,real_measurement
08:19:54,1,3593,76.0,445.044,1,445.044,8.4,real_measurement
08:19:59,1,3726,72.0,397.255,1,397.255,16.4,real_measurement
08:20:04,1,3867,71.0,424.341,1,424.341,8.9,real_measurement
08:20:09,1,4017,65.0,417.983,1,417.983,14.0,real_measurement
08:20:14,1,4159,74.0,418.269,1,418.269,11.1,real_measurement
08:20:19,1,4302,70.0,420.203,1,420.203,11.4,real_measurement
08:20:24,1,4446,69.0,418.183,1,418.183,10.8,real_measurement
08:20:29,1,4593,61.0,401.824,1,401.824,9.0,real_measurement
08:20:34,1,4737,74.0,416.26,1,416.26,13.4,real_measurement
08:20:39,1,4880,71.0,416.384,1,416.384,13.2,real_measurement
08:20:44,1,5025,71.0,424.331,1,424.331,5.3,real_measurement
08:20:49,1,5169,69.0,416.393,1,416.393,12.2,real_measurement
08:20:54,1,5323,80.0,448.818,1,448.818,12.9,real_measurement
08:20:59,1,5476,69.0,398.355,1,398.355,13.3,real_measurement
08:21:04,1,5612,74.0,411.287,1,411.287,15.1,real_measurement
08:21:09,1,5759,76.0,444.754,1,444.754,10.8,real_measurement
08:21:14,1,5916,80.0,449.141,1,449.141,8.7,real_measurement
08:21:19,1,6057,71.0,396.642,1,396.642,12.3,real_measurement
08:21:24,1,6201,80.0,445.236,1,445.236,17.5,real_measurement
08:21:29,1,6344,70.0,416.657,1,416.657,10.1,real_measurement
08:21:34,1,6488,74.0,419.429,1,419.429,15.1,real_measurement
08:21:39,1,6639,75.0,442.007,1,442.007,11.1,real_measurement
08:21:44,1,6782,73.0,400.073,1,400.073,13.1,real_measurement
08:21:49,1,6926,75.0,417.928,1,417.928,9.6,real_measurement
08:21:54,1,7081,73.0,427.059,1,427.059,5.8,real_measurement
08:21:59,1,7220,74.0,419.423,1,419.423,15.7,real_measurement
08:22:04,1,7364,67.0,416.956,1,416.956,15.6,real_measurement
08:22:09,1,7509,72.0,420.95,1,420.95,8.4,real_measurement
08:22:14,1,7663,79.0,444.885,1,444.885,13.0,real_measurement
08:22:19,1,7817,63.0,409.681,1,409.681,9.3,real_measurement
08:22:24,1,7953,70.0,409.915,1,409.915,15.1,real_measurement
08:22:29,1,8108,78.0,446.495,1,446.495,10.9,real_measurement
08:22:34,1,8263,76.0,444.898,1,444.898,11.0,real_measurement
08:22:41,1,8266,0.0,124.636,1,124.636,9.9,real_measurement
08:22:46,1,8402,69.0,401.6,1,401.6,14.9,real_measurement
08:22:53,1,8521,28.0,123.499,1,123.499,15.3,real_measurement
08:22:58,1,8662,75.0,415.861,1,415.861,10.2,real_measurement
08:23:03,1,8820,81.0,444.004,1,444.004,7.1,real_measurement
08:23:08,1,8967,60.0,398.267,1,398.267,9.0,real_measurement
08:23:13,1,9106,68.0,417.132,1,417.132,16.1,real_measurement
08:23:18,1,9250,73.0,416.716,1,416.716,11.3,real_measurement
08:23:23,1,9400,79.0,444.534,1,444.534,14.5,real_measurement
08:23:29,1,9542,71.0,414.831,1,414.831,12.8,real_measurement
08:23:34,1,9686,75.0,412.706,1,412.706,10.7,real_measurement
08:23:39,1,9829,70.0,416.697,1,416.697,17.0,real_measurement
08:23:44,1,9972,72.0,414.785,1,414.785,13.5,real_measurement
08:23:49,1,10116,70.0,414.885,1,414.885,12.1,real_measurement
08:23:54,1,10260,74.0,420.96,1,420.96,12.1,real_measurement
08:23:59,1,10404,69.0,416.401,1,416.401,13.1,real_measurement
08:24:04,1,10548,70.0,418.515,1,418.515,12.7,real_measurement
08:24:09,1,10692,70.0,420.103,1,420.103,10.6,real_measurement
08:24:14,1,10837,71.0,421.628,1,421.628,3.6,real_measurement
08:24:19,1,10981,70.0,420.271,1,420.271,19.6,real_measurement
08:24:24,1,11125,72.0,413.354,1,413.354,11.8,real_measurement
08:24:29,1,11269,70.0,418.997,1,418.997,13.8,real_measurement
08:24:34,1,11413,71.0,417.067,1,417.067,12.0,real_measurement
08:24:39,1,11556,72.0,416.959,1,416.959,10.6,real_measurement
08:24:44,1,11703,79.0,447.97,1,447.97,10.5,real_measurement
08:24:49,1,11848,73.0,419.855,1,419.855,12.5,real_measurement
08:24:54,1,11993,75.0,422.358,1,422.358,8.1,real_measurement
08:24:59,1,12136,69.0,417.417,1,417.417,15.3,real_measurement
08:25:04,1,12280,74.0,421.689,1,421.689,12.1,real_measurement
08:25:09,1,12424,72.0,421.161,1,421.161,9.6,real_measurement
08:25:14,1,12568,73.0,420.311,1,420.311,14.7,real_measurement
08:25:19,1,12712,74.0,416.219,1,416.219,9.2,real_measurement
08:25:24,1,12857,67.0,415.191,1,415.191,7.2,real_measurement
08:25:29,1,13001,73.0,414.822,1,414.822,14.5,real_measurement
08:25:34,1,13146,74.0,418.203,1,418.203,9.7,real_measurement
08:25:39,1,13300,76.0,441.879,1,441.879,14.6,real_measurement
08:25:44,1,13438,75.0,414.593,1,414.593,13.1,real_measurement
08:25:49,1,13592,71.0,408.491,1,408.491,9.4,real_measurement
08:25:54,1,13731,71.0,416.296,1,416.296,11.8,real_measurement
08:25:59,1,13876,75.0,432.005,1,432.005,10.3,real_measurement
08:26:04,1,14027,71.0,431.432,1,431.432,8.8,real_measurement
08:26:09,1,14180,76.0,436.347,1,436.347,14.9,real_measurement
08:26:14,1,14332,79.0,438.654,1,438.654,9.8,real_measurement
08:26:19,1,14484,79.0,435.465,1,435.465,13.2,real_measurement
08:26:24,1,14636,76.0,430.028,1,430.028,15.2,real_measurement
08:26:29,1,14786,74.0,429.19,1,429.19,10.0,real_measurement
08:26:34,1,14933,73.0,419.097,1,419.097,8.0,real_measurement
08:26:39,1,15076,69.0,414.749,1,414.749,10.8,real_measurement
08:26:44,1,15229,78.0,445.055,1,445.055,9.5,real_measurement
08:26:49,1,15366,73.0,416.118,1,416.118,18.4,real_measurement
08:26:54,1,15509,70.0,416.107,1,416.107,7.9,real_measurement
08:26:59,1,15651,67.0,406.215,1,406.215,14.1,real_measurement
08:27:04,1,15794,67.0,410.028,1,410.028,12.6,real_measurement
08:27:09,1,15936,69.0,409.786,1,409.786,12.0,real_measurement
08:27:14,1,16079,71.0,415.837,1,415.837,10.4,real_measurement
08:27:19,1,16221,73.0,417.54,1,417.54,10.7,real_measurement
08:27:24,1,16365,73.0,415.558,1,415.558,10.3,real_measurement
08:27:29,1,16512,75.0,438.925,1,438.925,14.8,real_measurement
08:27:34,1,16659,70.0,419.608,1,419.608,10.6,real_measurement
08:27:39,1,16802,68.0,410.651,1,410.651,8.2,real_measurement
08:27:44,1,16945,70.0,416.107,1,416.107,10.3,real_measurement
08:27:49,1,17087,72.0,415.752,1,415.752,16.9,real_measurement
08:27:54,1,17229,71.0,411.098,1,411.098,12.7,real_measurement
08:27:59,1,17371,67.0,411.584,1,411.584,14.4,real_measurement
08:28:04,1,17519,74.0,430.355,1,430.355,10.6,real_measurement
08:28:09,1,17671,76.0,432.424,1,432.424,15.9,real_measurement
08:28:14,1,17822,75.0,436.192,1,436.192,9.6,real_measurement
08:28:19,1,17973,78.0,435.633,1,435.633,10.5,real_measurement
08:28:24,1,18126,75.0,432.868,1,432.868,13.7,real_measurement
08:28:30,1,18276,77.0,426.014,1,426.014,11.8,real_measurement
08:28:35,1,18427,77.0,430.821,1,430.821,11.0,real_measurement
08:28:40,1,18578,79.0,435.541,1,435.541,10.9,real_measurement
08:28:45,1,18730,75.0,431.774,1,431.774,12.4,real_measurement
08:28:50,1,18881,75.0,434.445,1,434.445,8.8,real_measurement
08:28:55,1,19032,74.0,431.175,1,431.175,9.7,real_measurement
08:29:00,1,19177,73.0,417.43,1,417.43,10.7,real_measurement
08:29:05,1,19321,67.0,417.449,1,417.449,15.2,real_measurement
08:29:10,1,19464,69.0,425.656,1,425.656,12.6,real_measurement
08:29:15,1,19616,75.0,435.461,1,435.461,10.8,real_measurement
08:29:20,1,19771,77.0,439.067,1,439.067,9.5,real_measurement
08:29:25,1,19925,76.0,437.1,1,437.1,10.0,real_measurement
08:29:40,2,0,55.0,286.669,1,286.669,13.6,real_measurement
08:29:45,2,143,72.0,415.881,1,415.881,15.5,real_measurement
08:29:50,2,287,71.0,417.313,1,417.313,11.9,real_measurement
08:29:55,2,431,69.0,414.282,1,414.282,13.4,real_measurement
08:30:00,2,574,70.0,415.983,1,415.983,10.6,real_measurement
08:30:05,2,717,71.0,417.484,1,417.484,8.9,real_measurement
08:30:10,2,861,74.0,424.767,1,424.767,13.2,real_measurement
08:30:15,2,871,0.0,124.592,1,124.592,12.8,real_measurement
08:30:20,2,1015,71.0,418.633,1,418.633,8.8,real_measurement
08:30:25,2,1157,67.0,417.502,1,417.502,16.2,real_measurement
08:30:30,2,1300,67.0,414.076,1,414.076,12.1,real_measurement
08:30:35,2,1445,71.0,417.404,1,417.404,12.4,real_measurement
08:30:40,2,1588,69.0,413.817,1,413.817,12.4,real_measurement
08:30:45,2,1731,74.0,417.41,1,417.41,13.6,real_measurement
08:30:50,2,1875,71.0,419.719,1,419.719,10.4,real_measurement
08:30:55,2,2019,70.0,415.244,1,415.244,12.3,real_measurement
08:31:00,2,2170,74.0,442.265,1,442.265,14.4,real_measurement
08:31:05,2,2318,69.0,411.858,1,411.858,7.8,real_measurement
08:31:10,2,2462,74.0,419.083,1,419.083,12.0,real_measurement
08:31:15,2,2529,67.0,417.452,1,417.452,6.5,real_measurement
08:31:20,2,2672,72.0,413.356,1,413.356,15.9,real_measurement
08:31:25,2,2815,76.0,414.014,1,414.014,12.3,real_measurement
08:31:30,2,2957,71.0,407.06,1,407.06,11.0,real_measurement
08:31:35,2,3100,69.0,417.191,1,417.191,10.8,real_measurement
08:31:40,2,3243,75.0,415.343,1,415.343,15.5,real_measurement
08:31:45,2,3387,70.0,410.846,1,410.846,8.4,real_measurement
08:31:50,2,3529,74.0,415.611,1,415.611,16.2,real_measurement
08:31:55,2,3671,75.0,412.469,1,412.469,12.5,real_measurement
08:32:00,2,3813,66.0,415.41,1,415.41,12.8,real_measurement
08:32:05,2,3956,73.0,410.044,1,410.044,11.7,real_measurement
08:32:10,2,4099,70.0,418.285,1,418.285,13.3,real_measurement
08:32:15,2,4242,72.0,421.95,1,421.95,9.0,real_measurement
08:32:20,2,4385,67.0,414.931,1,414.931,11.8,real_measurement
08:32:25,2,4529,74.0,417.938,1,417.938,10.6,real_measurement
08:32:31,2,4672,74.0,417.914,1,417.914,16.1,real_measurement
08:32:36,2,4814,71.0,415.705,1,415.705,13.0,real_measurement
08:32:41,2,4956,74.0,416.615,1,416.615,13.6,real_measurement
08:32:50,2,5012,0.0,124.375,1,124.375,8.8,real_measurement
08:32:55,2,5155,71.0,417.449,1,417.449,13.4,real_measurement
08:33:00,2,5297,74.0,411.948,1,411.948,13.7,real_measurement
08:33:06,2,5338,0.0,123.265,1,123.265,7.6,real_measurement
08:33:17,2,5461,0.0,123.02,1,123.02,11.8,real_measurement
08:33:22,2,5467,0.0,124.188,1,124.188,8.8,real_measurement
08:33:30,2,5471,0.0,125.325,1,125.325,7.3,real_measurement
08:33:35,2,5487,0.0,122.978,1,122.978,13.5,real_measurement
08:33:40,2,5627,73.0,408.965,1,408.965,14.1,real_measurement
08:33:45,2,5708,69.0,254.656,1,254.656,10.0,real_measurement
08:33:53,2,5712,0.0,122.834,1,122.834,11.9,real_measurement
08:33:58,2,5849,74.0,414.611,1,414.611,11.8,real_measurement
08:34:03,2,5997,78.0,441.777,1,441.777,11.5,real_measurement
08:34:08,2,6072,0.0,123.233,1,123.233,10.4,real_measurement
08:34:14,2,6206,72.0,397.911,1,397.911,15.9,real_measurement
08:34:19,2,6354,79.0,444.724,1,444.724,8.2,real_measurement
08:34:24,2,6497,78.0,443.853,1,443.853,13.4,real_measurement
08:34:29,2,6654,80.0,448.481,1,448.481,10.8,real_measurement
08:34:34,2,6794,73.0,392.959,1,392.959,13.2,real_measurement
08:34:39,2,6936,69.0,418.608,1,418.608,10.1,real_measurement
08:34:44,2,7080,71.0,414.293,1,414.293,12.4,real_measurement
08:34:49,2,7223,74.0,413.75,1,413.75,15.4,real_measurement
08:34:54,2,7372,73.0,436.058,1,436.058,12.9,real_measurement
08:34:59,2,7517,81.0,448.64,1,448.64,11.4,real_measurement
08:35:04,2,7664,64.0,400.96,1,400.96,17.7,real_measurement
08:35:09,2,7808,80.0,436.91,1,436.91,8.1,real_measurement
08:35:14,2,7965,79.0,444.443,1,444.443,11.7,real_measurement
08:35:19,2,8107,66.0,391.893,1,391.893,13.3,real_measurement
08:35:24,2,8254,62.0,397.036,1,397.036,13.7,real_measurement
08:35:29,2,8397,76.0,442.478,1,442.478,12.5,real_measurement
08:35:34,2,8540,69.0,409.214,1,409.214,16.1,real_measurement
08:35:39,2,8684,72.0,422.409,1,422.409,9.5,real_measurement
08:35:44,2,8830,69.0,410.899,1,410.899,13.7,real_measurement
08:35:49,2,8975,75.0,422.421,1,422.421,3.7,real_measurement
08:35:54,2,9118,72.0,419.053,1,419.053,19.6,real_measurement
08:35:59,2,9270,78.0,444.133,1,444.133,9.8,real_measurement
08:36:04,2,9423,62.0,412.226,1,412.226,12.5,real_measurement
08:36:09,2,9558,74.0,407.794,1,407.794,15.9,real_measurement
08:36:14,2,9706,79.0,447.229,1,447.229,12.8,real_measurement
08:36:19,2,9863,75.0,443.928,1,443.928,8.3,real_measurement
08:36:24,2,9999,62.0,396.892,1,396.892,17.9,real_measurement
08:36:29,2,10148,74.0,435.911,1,435.911,8.1,real_measurement
08:36:34,2,10301,65.0,430.093,1,430.093,14.2,real_measurement
08:36:39,2,10436,59.0,391.596,1,391.596,12.3,real_measurement
08:36:44,2,10585,78.0,447.307,1,447.307,16.0,real_measurement
08:36:49,2,10728,62.0,399.835,1,399.835,11.7,real_measurement
08:36:54,2,10873,79.0,431.721,1,431.721,8.8,real_measurement
08:36:59,2,11024,67.0,395.39,1,395.39,10.6,real_measurement
08:37:04,2,11164,76.0,428.513,1,428.513,15.1,real_measurement
08:37:09,2,11321,77.0,440.474,1,440.474,7.1,real_measurement
08:37:14,2,11462,60.0,392.643,1,392.643,18.9,real_measurement
08:37:19,2,11601,69.0,415.25,1,415.25,13.3,real_measurement
08:37:24,2,11752,78.0,443.495,1,443.495,10.3,real_measurement
08:37:29,2,11907,79.0,442.381,1,442.381,11.1,real_measurement
08:37:34,2,11947,70.0,258.665,1,258.665,12.0,real_measurement
08:37:39,2,12080,59.0,389.711,1,389.711,18.0,real_measurement
08:37:44,2,12218,80.0,430.144,1,430.144,12.4,real_measurement
08:37:49,2,12375,75.0,441.31,1,441.31,9.5,real_measurement
08:37:54,2,12519,71.0,397.621,1,397.621,15.0,real_measurement
08:37:59,2,12655,70.0,410.604,1,410.604,12.8,real_measurement
08:38:04,2,12804,78.0,443.215,1,443.215,7.6,real_measurement
08:38:09,2,12951,75.0,399.454,1,399.454,17.6,real_measurement
08:38:14,2,13097,78.0,444.885,1,444.885,12.2,real_measurement
08:38:19,2,13253,77.0,441.859,1,441.859,13.3,real_measurement
08:38:24,2,13389,61.0,398.048,1,398.048,11.9,real_measurement
08:38:29,2,13532,70.0,417.546,1,417.546,12.4,real_measurement
08:38:34,2,13677,71.0,420.084,1,420.084,9.1,real_measurement
08:38:39,2,13825,77.0,441.824,1,441.824,7.0,real_measurement
08:38:44,2,13982,77.0,446.351,1,446.351,4.7,real_measurement
